book-pag,Name,B.I.,Cost,Index,MODIFIERS,description
ST-???,"Orthoskin 1",0.5,25000,0.80,"","Orthoskin weaves an energy-diffusing material under the skin that gives the recipient the equivalent of personal armor.\n\nThe transformation of skin into orthoskin is an extensive process. The individual's skin is peeled back section by section, and the body's dermal layer is fortified by grafts of synthogen (a strengthened and reinforced collagen-protein derivative), flextin (a synthetic and more resilient form of the elastin protein), and flakes of modified and laced cartilage. Much more durable and resistant to damage and environmental extremes, orthoskin gives a character extra levels of both impact and ballistic armor, which is cumulative with externally worn armor.\n\nOnce transplanted, orthoskin grows like normal skin and is virtually indistinguishable from unaugmented skin; the underlying subdermis is altered at the same time to enable it to sustain the new dermal architecture. An additional bonus from orthoskin is that any damage to the body heals with little or no scarring. A disadvantage is that characters with orthoskin lose some degree of sensitivity of touch because of the increased density of the dermis. To reflect this, add the orthoskin level to the Target Number for tactile-based Perception Tests (e.g., orthoskin-2 adds +2 to such a Perception Test).\n\nOrthoskin is not compatible with dermal armor."
ST-???,"Orthoskin 2",1.0,60000,0.80,"","Orthoskin weaves an energy-diffusing material under the skin that gives the recipient the equivalent of personal armor.\n\nThe transformation of skin into orthoskin is an extensive process. The individual's skin is peeled back section by section, and the body's dermal layer is fortified by grafts of synthogen (a strengthened and reinforced collagen-protein derivative), flextin (a synthetic and more resilient form of the elastin protein), and flakes of modified and laced cartilage. Much more durable and resistant to damage and environmental extremes, orthoskin gives a character extra levels of both impact and ballistic armor, which is cumulative with externally worn armor.\n\nOnce transplanted, orthoskin grows like normal skin and is virtually indistinguishable from unaugmented skin; the underlying subdermis is altered at the same time to enable it to sustain the new dermal architecture. An additional bonus from orthoskin is that any damage to the body heals with little or no scarring. A disadvantage is that characters with orthoskin lose some degree of sensitivity of touch because of the increased density of the dermis. To reflect this, add the orthoskin level to the Target Number for tactile-based Perception Tests (e.g., orthoskin-2 adds +2 to such a Perception Test).\n\nOrthoskin is not compatible with dermal armor."
ST-???,"Orthoskin 3",1.5,100000,0.80,"","Orthoskin weaves an energy-diffusing material under the skin that gives the recipient the equivalent of personal armor.\n\nThe transformation of skin into orthoskin is an extensive process. The individual's skin is peeled back section by section, and the body's dermal layer is fortified by grafts of synthogen (a strengthened and reinforced collagen-protein derivative), flextin (a synthetic and more resilient form of the elastin protein), and flakes of modified and laced cartilage. Much more durable and resistant to damage and environmental extremes, orthoskin gives a character extra levels of both impact and ballistic armor, which is cumulative with externally worn armor.\n\nOnce transplanted, orthoskin grows like normal skin and is virtually indistinguishable from unaugmented skin; the underlying subdermis is altered at the same time to enable it to sustain the new dermal architecture. An additional bonus from orthoskin is that any damage to the body heals with little or no scarring. A disadvantage is that characters with orthoskin lose some degree of sensitivity of touch because of the increased density of the dermis. To reflect this, add the orthoskin level to the Target Number for tactile-based Perception Tests (e.g., orthoskin-2 adds +2 to such a Perception Test).\n\nOrthoskin is not compatible with dermal armor."
ST-???,"Pain Editor",0.6,60000,1.20,"","A pain editor is a cluster of specialized nervous tissue designed to filter out specific sensory stimuli. Activation and deactivation of the editor is a learned reflex. When the editor is voluntarily triggered, the individual is no longer subject to any sensations of pain, including feedback pain. With the pain editor active, neither mental damage nor fatigue can render the character unconscious. Because the character can no longer perceive pain, the gamemaster marks off both physical and mental damage inflicted on the character, but does it out of the player's sight. Note that the character is unaware even of attacks that hit (bullet wounds, a knife stab, and so on), unless he can perceive them in ways other than by pain or tactile sensation. He might, for example, see the weapon hit, note a big spreading spot of red on his white shirt, and so forth. Initiative and target number penalties accompanying mental damage are ignored; penalties resulting from physical damage are applied, but without the player's knowledge (the modifiers would give away the current damage condition). Until the pain editor is actively disengaged, the character (and player) will have no idea of his current damage status. Until he collapses, that is.\n\nDamage is taken and calculated normally. The only difference is that the character remains unaware of the pain involved in being wounded or fatigued. The effects of any sustained damage (initiative and target number penalties or unconsciousness) are applied when the pain editor is \"switched off.\" In addition to the pain-blocking feature, the subject gains a +1 to Willpower when the editor is activated, but suffers a -1 Intelligence loss for the duration. Because the editor works by filtering specific sensory stimuli, a slight deterioration in the tactile sensitivity range also occurs. While the editor is engaged, the subject suffers a +4 to all Target Numbers for tactile-based Perception Tests."
ST-???,"Pathogenic Def. 1",0.2,24000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 2",0.4,48000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 3",0.6,72000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 4",0.8,96000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 5",1.0,120000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 6",1.2,144000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 7",1.4,168000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 8",1.6,192000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 9",1.8,216000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Pathogenic Def. 10",2.0,240000,1.50,"","The pathogenic defense augmentation involves an enhancement of the spleen, spearheading the production of more effective and aggressive leukocytes, or white blood cells. These cells are then released into the bloodstream and lymphatic system to combat disease and infection. When combating disease, allergens, microbiologicals, and other foreign particles (not including chemical compounds), reduce the Power Level of the attack by 1 for every 2 levels of pathogenic defense before making the character's Resistance Test. That is, against a 6D2 microbiological attack, a subject with Level 4 pathogenic defense would resist against a 4D2 Damage Code. The maximum level of Pathogenic defense that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Platelet Factory",0.4,30000,1.50,"","Platelet factories increase the body's ability to handle damage.\n\nBy selective enhancement, thrombocyte (platelet) production within bone marrow is increased to a high level, resulting in the formation of \"platelet factories.\" When the character takes physical damage, the increased level of platelets in the bloodstream stops bleeding at the site, lessening the trauma from large wounds. A platelet factory removes 1 point of Moderate or higher physical damage. That is, a character implanted with platelet factories would mark off only 5 boxes on the Physical Condition Monitor for a Serious wound, rather than the usual 6.\n\nThe high concentration of platelets in the bloodstream can present the risk of thrombosis (the clotting/coagulation of blood within living blood vessels) and resulting embolisms, (blocking of the arteries). To counter this risk, the character must take specially tailored anticoagulants on a regular basis. If the anticoagulant is not administered, make a Body Success Test every twelve hours against a Target Number 3, applying a +1 modifier for each day the character has not taken the anticoagulant. If the test generates no successes, the character has suffered a cardiac arrest or aneurysm stemming from an embolism. Assess immediately for Deadly Physical and Mental Wounds. The anticoagulant must be taken once daily. It costs 20¥ per dose for an injected formula, 25¥ per dose for the orally administered form."
ST-???,"Reflex Rec. (conc)",0.1,10000,1.50,"","With this enhancement, extra neural material is deposited and grown in small clusters around each of the 31 pairs of spinal nerves along the spinal cord. These clusters allow \"memorization\" of certain \"learned\" motor reflexes, and facilitate their execution. Each recorder allows a character to \"learn\" one Active or Vehicle Skill (excluding B/R skills) at a +1 die to all future Success Tests. Barring extreme circumstances such as surgical reprogramming, the reflex skill, once learned, cannot be changed; that is, each reflex recorder modifies only a single, pre-chosen skill. The modifier is \"permanent,\" and is applied automatically from that moment on whenever the skill is used.\n\nRecorders can be constructed in two sizes, thus enabling two levels of \"memorization.\" Large masses are used to augment General Skills (Firearms, Athletics, and so on), while the smaller masses are associated with enhancing skill Concentrations (Pistols, Jumping, and the like). Reflex recorders are not cumulative, and cannot be \"stacked\" to gain more than a single modifier to any single skill. More than one, however, can be implanted to gain similar benefits for multiple skills. Skillwire systems are not compatible with reflex recorders, and so recorders cannot be used to modify any skills acquired through the use of skillwires or skill hardwires."
ST-???,"Reflex Rec. (spec)",0.25,25000,1.50,"","With this enhancement, extra neural material is deposited and grown in small clusters around each of the 31 pairs of spinal nerves along the spinal cord. These clusters allow \"memorization\" of certain \"learned\" motor reflexes, and facilitate their execution. Each recorder allows a character to \"learn\" one Active or Vehicle Skill (excluding B/R skills) at a +1 die to all future Success Tests. Barring extreme circumstances such as surgical reprogramming, the reflex skill, once learned, cannot be changed; that is, each reflex recorder modifies only a single, pre-chosen skill. The modifier is \"permanent,\" and is applied automatically from that moment on whenever the skill is used.\n\nRecorders can be constructed in two sizes, thus enabling two levels of \"memorization.\" Large masses are used to augment General Skills (Firearms, Athletics, and so on), while the smaller masses are associated with enhancing skill Concentrations (Pistols, Jumping, and the like). Reflex recorders are not cumulative, and cannot be \"stacked\" to gain more than a single modifier to any single skill. More than one, however, can be implanted to gain similar benefits for multiple skills. Skillwire systems are not compatible with reflex recorders, and so recorders cannot be used to modify any skills acquired through the use of skillwires or skill hardwires."
ST-???,"Suprathyroid Gland",1.4,50000,2.50,"+1BOD,+1QCK,+1STR,+1RCT","The suprathyroid gland is a regulating gland that is grown, then implanted on top of the thyroid gland in the body. This suprathyroid gland supersedes the metabolic functions of the thyroid, optimizing catabolism (the breakdown of complex substances, such as starches into sugars) and anabolism (the chemical conversion of substances, such as the construction of complex sugars) within the body. The altered metabolism produces more energy and effectively supercharges the recipient. Having a suprathyroid increases all the subject's physical attributes and Reaction by +1. (Quickness raised in this fashion can also increase Reaction.)\n\nThe benefits come at a price, however. Individuals implanted with a suprathyroid gland must ingest twice as much food and beverage as the normal person to fuel the higher metabolic rate. If the subject also has symbiotes, the increased food requirements are cumulative. A character who has both a suprathyroid and Level 3 symbiotes, for example, would have to consume four times as much food and beverage as a \"normal\" person of his/her same race, sex, and age. Because stomach capacity remains the same, this involves either eating twice as often or else purchasing and consuming an expensive (triple normal food costs) diet of tailored nutrients. If a character with both a suprathyroid and symbiotes opts for the tailored diet, his total calculated food requirement is halved. That is, someone with the suprathyroid and the symbiotes 3 would have to eat and drink only twice as much as normal if he were living on the tailored nutrients. As most reactions within the body are exothermic (giving out heat), a person with a suprathyroid gives off more heat, which permits observers with thermographic capability a -1 target modifier to notice him or her. With the higher levels of energy available, characters with a suprathyroid have a tendency toward hyperactivity.\n\nThe Reaction bonus has no effect on rigging or decking."
ST-???,"Symbiotes 1",0.4,15000,1.00,"","Symbiotes consist of a number of tailored microorganisms (nanites) that are introduced into the host subject's bloodstream. They so dramatically enhance the body's own regenerative functions that the host's natural healing time is reduced for physical and mental trauma. The character must, however, take in 50 percent to 100 percent more food and beverage to fuel the symbiote activity. (If the individual also has a suprathyroid gland, note that the increased food and drink requirements are cumulative. That is, a character with both Level 2 symbiotes and a suprathyroid would have to consume three times as much food and liquid as a \"normal\" person of his/her same race, sex, and age.) As this enhancement does not affect the stomach's capacity, the increased demand for food must be handled by either eating more often or by ingesting an expensive (triple normal food cost) diet of tailored nutrients.\n\nIf a character who has both symbiotes and a suprathyroid opts for the tailored diet, his/her total calculated food requirement is halved; the individual in the above example of symbiotes-2 and the suprathyroid would have to eat and drink only one and a half times as much as normal if taking the tailored nutrients. Lost blood volume due to physical trauma and bleeding does not offset symbiote functioning unduly. The symbiotes will regenerate and grow in number along with the replenishing blood supply."
ST-???,"Symbiotes 2",0.7,35000,1.00,"","Symbiotes consist of a number of tailored microorganisms (nanites) that are introduced into the host subject's bloodstream. They so dramatically enhance the body's own regenerative functions that the host's natural healing time is reduced for physical and mental trauma. The character must, however, take in 50 percent to 100 percent more food and beverage to fuel the symbiote activity. (If the individual also has a suprathyroid gland, note that the increased food and drink requirements are cumulative. That is, a character with both Level 2 symbiotes and a suprathyroid would have to consume three times as much food and liquid as a \"normal\" person of his/her same race, sex, and age.) As this enhancement does not affect the stomach's capacity, the increased demand for food must be handled by either eating more often or by ingesting an expensive (triple normal food cost) diet of tailored nutrients.\n\nIf a character who has both symbiotes and a suprathyroid opts for the tailored diet, his/her total calculated food requirement is halved; the individual in the above example of symbiotes-2 and the suprathyroid would have to eat and drink only one and a half times as much as normal if taking the tailored nutrients. Lost blood volume due to physical trauma and bleeding does not offset symbiote functioning unduly. The symbiotes will regenerate and grow in number along with the replenishing blood supply."
ST-???,"Symbiotes 3",1.0,60000,1.00,"","Symbiotes consist of a number of tailored microorganisms (nanites) that are introduced into the host subject's bloodstream. They so dramatically enhance the body's own regenerative functions that the host's natural healing time is reduced for physical and mental trauma. The character must, however, take in 50 percent to 100 percent more food and beverage to fuel the symbiote activity. (If the individual also has a suprathyroid gland, note that the increased food and drink requirements are cumulative. That is, a character with both Level 2 symbiotes and a suprathyroid would have to consume three times as much food and liquid as a \"normal\" person of his/her same race, sex, and age.) As this enhancement does not affect the stomach's capacity, the increased demand for food must be handled by either eating more often or by ingesting an expensive (triple normal food cost) diet of tailored nutrients.\n\nIf a character who has both symbiotes and a suprathyroid opts for the tailored diet, his/her total calculated food requirement is halved; the individual in the above example of symbiotes-2 and the suprathyroid would have to eat and drink only one and a half times as much as normal if taking the tailored nutrients. Lost blood volume due to physical trauma and bleeding does not offset symbiote functioning unduly. The symbiotes will regenerate and grow in number along with the replenishing blood supply."
ST-???,"Synaptic Accel. 1",0.3,75000,2.00,"+1INI","With the implantation of a synaptic accelerator, the neural cells, which make up the spinal cord and other main nerve trunks, are encouraged to replicate and lengthen. This provides a wider \"data-path\" for the transmission of impulses, and decreases the amount of time required for the signal to traverse the distance. Thus, more data can be sent from and received by the brain in a shorter period of time. Each level of synaptic accelerator adds a cumulative +1D6 to the recipient's Initiative. The synaptic acceleration process is incompatible with boosted or wired reflexes, and cannot be combined with either to produce greater effects.\n\nThis Initiative bonus does not assist in rigging or decking."
ST-???,"Synaptic Accel. 2",1.6,200000,2.00,"+2INI","With the implantation of a synaptic accelerator, the neural cells, which make up the spinal cord and other main nerve trunks, are encouraged to replicate and lengthen. This provides a wider \"data-path\" for the transmission of impulses, and decreases the amount of time required for the signal to traverse the distance. Thus, more data can be sent from and received by the brain in a shorter period of time. Each level of synaptic accelerator adds a cumulative +1D6 to the recipient's Initiative. The synaptic acceleration process is incompatible with boosted or wired reflexes, and cannot be combined with either to produce greater effects.\n\nThis Initiative bonus does not assist in rigging or decking."
ST-???,"Synthacardium 1",0.2,6000,1.50,"","Synthacardium boosts the heart's capabilities by boosting its ability to handle increased levels of activity.\n\nSynthacardium consists of artificially enhanced myocardium, the muscle tissue that makes up the heart. When added to the structure of the heart, it enables the organ to perform at higher levels of strenuous activity with greater ease. Each level of synthacardium adds +1 die to Athletics-based Success Tests and tasks. The character also becomes less prone to diseases of the heart and other cardiac-related problems. Characters receive an extra die for each level of synthacardium in their heart for all tests to resist cardiac and circulatory-based conditions or ailments. (If a level 1 synthacardium recipient also has a platelet factory, but is without his anticoagulant, he must add 2 dice to his rolls to resist the ill-effects.)"
ST-???,"Synthacardium 2",0.3,15000,1.50,"","Synthacardium boosts the heart's capabilities by boosting its ability to handle increased levels of activity.\n\nSynthacardium consists of artificially enhanced myocardium, the muscle tissue that makes up the heart. When added to the structure of the heart, it enables the organ to perform at higher levels of strenuous activity with greater ease. Each level of synthacardium adds +1 die to Athletics-based Success Tests and tasks. The character also becomes less prone to diseases of the heart and other cardiac-related problems. Characters receive an extra die for each level of synthacardium in their heart for all tests to resist cardiac and circulatory-based conditions or ailments. (If a level 1 synthacardium recipient also has a platelet factory, but is without his anticoagulant, he must add 2 dice to his rolls to resist the ill-effects.)"
ST-???,"Tailored Pherom. 1",0.4,20000,2.00,"+1CHA","It is possible to alter an individual's main sweat glands so that they will release discrete levels of specially designed pheromones into the surrounding air. Only a few molecules of the pheromone are required to trigger the effect, but no matter how low the concentration of secreted pheromone, all persons in the area of dispersion are affected equally. Dispersion is largely dependent on atmospheric conditions. Under average conditions (an open area with little or no wind), the area of effect extends from the source of the released pheromones in a circle whose diameter is approximately 15 to 20 meters. Mild air currents can increase the area covered, but stronger winds will disperse the pheromones before they can take effect.\n\nThe effectiveness of pheromones depends on the olfactory system of the targets; pheromones have no effect on individuals with impaired olfactory abilities or those unable to use their sense of smell (e.g., astral travelers). Pheromones are also species-specific; although human and metahuman pheromones are similar, pheromones will have no effect on non-humanoid creatures. (In related species, such as human to metahumans, and metahumans to different metahumans, halve the effect of the pheromones, rounding down.) Being individually discrete, pheromone augmentation continues to function even if the character is in the presence of another character with tailored pheromones. Every level of tailored pheromones adds a +1 to the recipient's Charisma and Social Skill Tests. Cultured pheromones are exceptionally powerful; double the normally acquired benefits, and extend ranges by an additional 50 percent.\n\nTailored pheromones have no effect on astral or conjuring abilities and skills."
ST-???,"Tailored Pherom. 2",0.6,45000,2.00,"+2CHA","It is possible to alter an individual's main sweat glands so that they will release discrete levels of specially designed pheromones into the surrounding air. Only a few molecules of the pheromone are required to trigger the effect, but no matter how low the concentration of secreted pheromone, all persons in the area of dispersion are affected equally. Dispersion is largely dependent on atmospheric conditions. Under average conditions (an open area with little or no wind), the area of effect extends from the source of the released pheromones in a circle whose diameter is approximately 15 to 20 meters. Mild air currents can increase the area covered, but stronger winds will disperse the pheromones before they can take effect.\n\nThe effectiveness of pheromones depends on the olfactory system of the targets; pheromones have no effect on individuals with impaired olfactory abilities or those unable to use their sense of smell (e.g., astral travelers). Pheromones are also species-specific; although human and metahuman pheromones are similar, pheromones will have no effect on non-humanoid creatures. (In related species, such as human to metahumans, and metahumans to different metahumans, halve the effect of the pheromones, rounding down.) Being individually discrete, pheromone augmentation continues to function even if the character is in the presence of another character with tailored pheromones. Every level of tailored pheromones adds a +1 to the recipient's Charisma and Social Skill Tests. Cultured pheromones are exceptionally powerful; double the normally acquired benefits, and extend ranges by an additional 50 percent.\n\nTailored pheromones have no effect on astral or conjuring abilities and skills."
ST-???,"Toxin Exhaler",0.6,30000,3.00,"","A toxin exhaler is a sac lined with specialized and genetically tailored cells that is implanted in the neck above the larynx (voice box). The cells that line the sac are gengineered to produce a single specific toxin of the recipient's choice. The toxin is stored in the sac until the character wishes to expel the toxin outward. The toxin is expelled by triggering \"learned\" reflexes; essentially, a massive contraction of the diaphragm, followed by an immediate relaxation, causes a sudden deep breath, followed by a strong exhaling action. The sphincters, which normally keep the sac closed, open slightly during the exhalation, and the resulting effect is much like an aerosol. In average atmospheric conditions (an open area with little or no wind), the cone of effect is similar to an equilateral triangle measuring two meters on each side.\n\nThe sac can manufacture only one type of toxin, the one the recipient chooses prior to implantation. Except for removal and replacement of the sac, the toxin cannot be changed or altered once implanted. To prevent accidental injury from the internalized toxin, the character is also partially \"immunized\" against the toxin. If exposed to the same specific toxin (even if it comes from other sources), the character receives double his \"natural\" Body Rating (no augmentation) to resist.\n\nThe character makes a Quickness (4) Test to hit an intended target. Add +1 to the Target Number per one-half meter to the target. Maximum range equals one-half the unaugmented Body Attribute of the implanted character (round down) in meters."
ST-???,"Toxin Extractor 1",0.2,24000,1.00,"","As the main site of catabolism, or the breakdown of complex substances, in the body, the liver is the prime site of defense against potentially toxic compounds and drugs. The toxin extractor is a specially cultivated cluster of cells implanted in the liver to greatly improve the efficiency and to expand the spectrum of catabolic activity. Potential toxins that make their way into the bloodstream are filtered out in the liver, and, with the aid of the extractor, are broken down into harmless fragments and then expelled. A subject with an extractor can reduce the Power Level of a blood-borne toxin attack by 1 point for every two levels of extractor in the body. For example, in a 5D2 blood-toxin attack, a character with a level 4 toxin extractor would resist against a 3D2 Damage Code. The maximum level of toxin extractor that can be implanted is equal to the character's unaugmented Body Attribute."
ST-???,"Tracheal Filter 1",0.2,30000,1.00,"","Traps and filters are implanted at the top of the trachea just below the larynx (voice box). This cluster of specialized tissue absorbs airborne impurities and keeps them from reaching and subsequently affecting the lungs. Solid matter (smoke, pollen, dust, and so on) is easily blocked and expelled with outgoing breath. Gaseous compounds are rendered inert or less effective through the various chemical reactions performed by the filters. Though breathing becomes difficult, the subject will suffer fewer ill-effects (unless the gas itself is inert). Impurities of bacterial size and smaller are not affected by tracheal filters. Each level of filter acts to resist non-microbiological air-vectored attacks. Reduce the Power Level of such an attack by one-half the level of the filter (round down) of the character making the Resistance Test. That is, against a SS2 gaseous stock, an individual with a Level 4 tracheal filter resists against a 352 Damage Code."
ST-???,"Trauma Damper",0.4,40000,2.00,"","A damper is a clump of specialized receptors, implanted at the base of the thalamus, near the midbrain. Upon receiving sensory information indicating fatigue, pain, or physical trauma, the damper triggers the release of concentrated endorphins and enkephalins (naturally produced opiates and painkillers). This may not remove or aid in the repair of physical damage, but at times it may keep the character alive or conscious enough to deal directly with the cause of the inflicted damage. If the damage (per wound) is physical, shift one box of the indicated Damage Level from Physical to Mental; if the trauma stems from a mental cause, subtract one box from the indicated damage. A trauma damper adds +2 to the target numbers needed to resist pain (e.g., Body or Willpower Tests versus the symptoms by torture), or it applies a -2 modifier to the target numbers needed to resist pain (e.g., Body or Willpower Tests versus the symptoms of a painful disease).\n\nBecause of the feedback-driven nature of the trauma damper, it cannot function properly when used in conjunction with an activated pain editor, and, under certain conditions, a damage compensator. In characters implanted with a damage compensator, the trauma damper will operate properly only when the compensator's ability to handle both Physical and Mental Damage has been exceeded (i.e., when the compensator fails because of excessive damage)."
PW-???,"Anti-Plague Nanot.",0.40,17500,1.50,"",""
PW-???,"Bonespike",0.30,10000,1.50,"",""
PW-???,"Compound Eyes 1",0.30,3000,1.25,"",""
PW-???,"Compound Eyes 2",0.30,6000,1.25,"",""
PW-???,"Compound Eyes 3",0.30,9000,1.25,"",""
PW-???,"Compound Eyes 4",0.30,12000,1.25,"",""
PW-???,"Compound Eyes 5",0.30,15000,1.25,"",""
PW-???,"Compound Eyes 1UV",0.30,7500,1.25,"",""
PW-???,"Compound Eyes 2UV",0.30,10500,1.25,"",""
PW-???,"Compound Eyes 3UV",0.30,13500,1.25,"",""
PW-???,"Compound Eyes 4UV",0.30,16500,1.25,"",""
PW-???,"Compound Eyes 5UV",0.30,19500,1.25,"",""
PW-???,"Decentral. Heart",2.00,130000,4.00,"",""
PW-???,"Cam-O-Skin",1.50,8500,2.00,"",""
PW-???,"Fluid Rerouter 1",0.20,2500,1.00,"",""
PW-???,"Fluid Rerouter 2",0.40,5000,1.00,"",""
PW-???,"Fluid Rerouter 3",0.60,7500,1.00,"",""
PW-???,"Fluid Rerouter 4",0.80,10000,1.00,"",""
PW-???,"Fluid Rerouter 5",1.00,12500,1.00,"",""
PW-???,"Fluid Rerouter 6",1.20,15000,1.00,"",""
PW-???,"Forked Tongue",0.35,12500,2.00,"",""
PW-???,"Nano-Groomers",0.10,4000,0.80,"",""
PW-???,"Grafted Muscle",1.00,100000,1.25,"+1BOD, +1STR,+1QCK",""
PW-???,"Indep. Air Supply",0.70,50000,1.00,"",""
PW-???,"Lifesave Skinweave",2.00,45000,2.00,"",""
PW-???,"Low-Light",0.20,4500,1.25,"",""
PW-???,"Nanooptic Upgrade",0.20,7500,1.25,"",""
PW-???,"Overdrive Heart",1.60,98500,3.50,"",""
PW-???,"Sport Heart",1.30,90000,3.00,"",""
PW-???,"Rebreathers",0.75,95000,1.00,"",""
PW-???,"Skin Weave, Basic",0.50,60000,0.80,"",""
PW-???,"Skin Weave 1",0.50,25000,0.80,"",""
PW-???,"Skin Weave 2",1.00,60000,0.80,"",""
PW-???,"Skin Weave 3",1.50,100000,0.90,"",""
PW-???,"Skin Weave 4",2.00,150000,1.00,"",""
PW-???,"Skin Weave 5",2.50,225000,1.20,"",""
PW-???,"Skin Weave 6",3.00,300000,1.50,"",""
PW-???,"Cyberliver 1",0.20,60000,1.10,"",""
PW-???,"Cyberliver 2",0.30,120000,1.10,"",""
PW-???,"Cyberliver 3",0.40,180000,1.10,"",""
PW-???,"Cyberliver 4",0.50,240000,1.10,"",""
PW-???,"Cyberliver 5",0.60,300000,1.10,"",""
PW-???,"Cyberliver 6",0.70,360000,1.10,"",""
PW-???,"Cyberliver II 1",0.25,120000,1.10,"",""
PW-???,"Cyberliver II 2",0.40,240000,1.10,"",""
PW-???,"Cyberliver II 3",0.55,360000,1.10,"",""
PW-???,"Cyberliver II 4",0.70,480000,1.10,"",""
